Hotel name,Current score,Review
소노캄 거제," ""4"""," ""(Translated by Google) I love the view of the beach. I think I did a good job on the coastal walk  …Read more(Translated by Google) I love the view of the beach. I think I did a good job on the coastal walk(Original)바닷가전경이 너무 좋아요. 해안산책로도 잘 해놓은 것 같습니다"""
소노캄 거제," ""4"""," ""(Translated by Google) Facilities are clean and good ~(Original)시설 깔끔하고 좋아요~"""
소노캄 거제," ""4"""," ""(Translated by Google) The best thing about Sono Kamgeoje is that all rooms have a sea viewNeat and kindness is the basis  …Read more(Translated by Google) The best thing about Sono Kamgeoje is that all rooms have a sea viewNeat and kindness is the basisAqua cannot operate due to Corona 19. Sauna is so sadLots of facilities available in the building and cost burdenLessWhere I want to come back and stay(Original)소노캄거제의 가장 장점은 모든 객실이 바다뷰깔끔하고 친절은 기본이되어 있고코로나19로  운영 되지 못하는 아쿠아.사우나가 너무아쉽ㅜㅜ건물내 이용가능한 시설 많고 비용도 부담이덜하네요다시 와서 머물고 싶은곳"""
소노캄 거제," ""3"""," ""(Translated by Google) Good room view. Visited when the weather wasn't good and found a phenomenon where the sea mud enters the room. It feels clean overall but don't expect the kindness of the staff. Do not expect the convenience of the  …Read more(Translated by Google) Good room view. Visited when the weather wasn't good and found a phenomenon where the sea mud enters the room. It feels clean overall but don't expect the kindness of the staff. Do not expect the convenience of the facility. The fact that Starbucks is on the first floor seems to be comforting?(Original)객실전망 좋았음. 날씨가 안좋을때 방문해서 해무가 방안까지 들어오는  기현상을 발견. 전반적으로 깨끗하다 느껴지지만 직원들의 친절도는 기대하지 말것. 시설의 편리성도 기대하지 말것. 1층에 스타벅스가 있다는 점 정도가 위로가 될 듯?"""
소노캄 거제," ""4"""," ""(Translated by Google) It's clean the promenade is good and it's in front of the beach  …Read more(Translated by Google) It's clean the promenade is good and it's in front of the beach(Original)깔끔하고 산책로좋고 바닷가앞이라 좋네요"""
소노캄 거제," ""5"""," ""(Translated by Google) The facility is awesome and I like it(Original)시설 으리으리하고 좋아용"""
소노캄 거제," ""5"""," ""(Translated by Google) Sokamgeoje is all rooms with ocean view but the view may differ depending on the check-in time so it's good to note! The view is good and the facilities are good~~  …Read more(Translated by Google) Sokamgeoje is all rooms with ocean view but the view may differ depending on the check-in time so it's good to note! The view is good and the facilities are good~~It is difficult to use public transportation so it is definitely recommended to use it!(Original)소캄거제는 전객실 오션뷰에요 다만 체크인시간에 따라 전망에대한 차이는 있을수있으니 참고하시면 좋을것같아요! 전망 좋고 부대시설도 좋아요~~대중교통으로는 힘들기때문에 자차꼭추천합니다!!"""
소노캄 거제," ""5"""," ""(Translated by Google) It’s good and I’m very happy with it.(Original)좋고  아주 맘이 확티울장도로 너무나  좋았어요"""
소노캄 거제," ""3"""," ""(Translated by Google) The atmosphere is nice and the view is good because it is located in a quiet place  …Read more(Translated by Google) The atmosphere is nice and the view is good because it is located in a quiet place(Original)분위기 좋고 한적한곳에 위치해 전망도좋음"""
소노캄 거제," ""3"""," ""(Translated by Google) It feels very old compared to the time it was built but it is characteristic of a beachside resort but the dreamy smell in the room and the smell when you dry it in the bathroom is really not good.  …Read more(Translated by Google) It feels very old compared to the time it was built but it is characteristic of a beachside resort but the dreamy smell in the room and the smell when you dry it in the bathroom is really not good.Allergic family members have rhinitis(Original)지은거 시기대비 많이 낡은느낌은 바닷가쪽 리조트의 특유지만 객실내에 꿈꿈한 냄새랑 화장실에 걸래 덜마를때 나는 냄새는 진짜별로알러지있는 가족들 다 비염올라옴"""
소노캄 거제," ""3"""," ""(Translated by Google) It's easy to use with kids and it's great to see the sunrise right awayI just didn’t clean the toilet properly so it’s in the toilet..ㅠㅠ  …Read more(Translated by Google) It's easy to use with kids and it's great to see the sunrise right awayI just didn’t clean the toilet properly so it’s in the toilet..ㅠㅠSince the city is a city it would be better if you pay more attention to hygiene...(Original)아이들과 사용하기 편리하고 일출이 바로 보여서 좋아요단지 화장실 청소를 제대로안해서 변기에..ㅠㅠ시국이 시국인지라 위생에 더 신경써주시면 좋을것 같아요..."""
소노캄 거제," ""4"""," ""(Translated by Google) I hoped that the wallpaper was all up but the staff are friendly and the scenery is good.  …Read more(Translated by Google) I hoped that the wallpaper was all up but the staff are friendly and the scenery is good.(Original)벽지가 다 뜨고 바랬지만 직원들은 친절하고 풍경이 좋아요"""
소노캄 거제," ""5"""," ""(Translated by Google) It's as clean as I heard that it was built recently.There are many additional facilities such as karaoke rooms and game rooms but it seems that you will have to take risks from Corona 19.  …Read more(Translated by Google) It's as clean as I heard that it was built recently.There are many additional facilities such as karaoke rooms and game rooms but it seems that you will have to take risks from Corona 19.(Original)최근에 지어졌다고 들은 만큼 깔끔합니다.노래방 오락실 등 부대시설은 많지만 코로나19로 위험감수는 해야할 듯 하네요."""
소노캄 거제," ""5"""," ""(Translated by Google) The bed is so nice... so I took a rest and the dinner buffet was delicious  …Read more(Translated by Google) The bed is so nice... so I took a rest and the dinner buffet was delicious(Original)침대가 너무 좋은곳....그래서 편히 쉬고갑니다.저녁뷔페도 맛있었어요"""
소노캄 거제," ""5"""," ""(Translated by Google) It was so nice to be at the beach.It's clean management.  …Read more(Translated by Google) It was so nice to be at the beach.It's clean management.(Original)바닷가에 너무너무 좋았어요.깨끗한 관리에요."""
소노캄 거제," ""5"""," ""(Translated by Google) I think the bed is latex. I slept.The coastal walk is well over. Go around the sun.Buffet breakfast is also good. Surprisingly the rice noodles are delicious.  …Read more(Translated by Google) I think the bed is latex. I slept.The coastal walk is well over. Go around the sun.Buffet breakfast is also good. Surprisingly the rice noodles are delicious.(Original)침대가 라텍스인 것 같아요 꿀잠잤습니다^^해안산책길이 넘 잘 되어있어요 해 저물쯤에 가보세요조식부페도 괜찮네요 의외로 쌀국수가 맛있어서 깜놀"""
소노캄 거제," ""4"""," ""(Translated by Google) I like it because it is wide and the front is clear(Original)넓고앞이확트여좋아요"""
소노캄 거제," ""5"""," ""(Translated by Google) The view is perfect and the bungalow is located in the river so it's better it's nice to take a walk it's clean and the staff are friendly.  …Read more(Translated by Google) The view is perfect and the bungalow is located in the river so it's better it's nice to take a walk it's clean and the staff are friendly.(Original)전망이  완존  굿이며  방갈로을  강 안쪽으로 해놓아서  더 좋아고 산책하기도 좋으며   깨끗하고  직원들도 친절하였다"""
소노캄 거제," ""5"""," ""(Translated by Google) View room condition promenade service are all very goodThe restaurant (cafe) on the first floor has a good view and delicious meals.  …Read more(Translated by Google) View room condition promenade service are all very goodThe restaurant (cafe) on the first floor has a good view and delicious meals.(Original)뷰 룸컨디션 산책로 서비스 모두 너무 좋음1층 식당(카페)뷰도 좋고 식사도 맛있음"""
소노캄 거제," ""5"""," ""(Translated by Google) Quiet cozy and goodOcean view is goodI can see the sunrise in a quiet way  …Read more(Translated by Google) Quiet cozy and goodOcean view is goodI can see the sunrise in a quiet waySouth facing!!Quiete calm cozyGood with ocean viewYou can see the sunrise a little bit(Original)조용하고 아늑하고 좋아요오션뷰 좋습니다고즈막히 일출을 볼수있어요(살짝아쉬워요 ㅎ그래도좋습니다)남향!!Quiete calm cozyGood with ocean viewYou can see the sunrise a little bit"""
소노캄 거제," ""3"""," ""(Translated by Google) I used Sweet Ondol Cooking for 3 days and 2 nights and while all 404 and 406 rooms on the 4th floor were out they lived with ants.Room 404 has a bad smell when the door on the sink drain is opened.  …Read more(Translated by Google) I used Sweet Ondol Cooking for 3 days and 2 nights and while all 404 and 406 rooms on the 4th floor were out they lived with ants.Room 404 has a bad smell when the door on the sink drain is opened.Inconvenient to wash dishes because the sink is small!!Do not cook except as simple as possible~~I have to clean each pot separately and I look at the bathroom clean but there is mold on the tile...There is a bathtub in the big room a shower booth in the living room~I wanted to ride a jet boat but if there are less than 5 people there is a 12 o'clock time and one other time.(Original)스위트온돌취사 2박3일 이용했는데 4층 404호406호 모두 개미 나와서 있는 동안 개미랑 동거동락하고 왔습니다.404호는 씽크대 배수구쪽 문 열면 구린내가 심하게 나요~싱크대가  작아서 설겆이 하기 불편!!가급적 간단하게 먹는거 제외하고 취사는 안하는 걸로~~냄비하나 하나 따로 닦아야하고 전 화장실 청결 보는데 타일에 곰팡이가...큰방엔 욕조거실엔 샤워부스 화장실있어요~제트보트 타고 싶었는데 5인이 안되면 12시 타임하고 다른타임 하나 있는데 해당 시간대가 인원 충원 안 되도 탈수 있다고 하네요~"""
소노캄 거제," ""3"""," ""(Translated by Google) Think of it as a condo rather than a hotel.Be sure to bring slippers  …Read more(Translated by Google) Think of it as a condo rather than a hotel.Be sure to bring slippers(Original)호텔이라기보다는 그냥 콘도라고 생각하시면 됩니다슬리퍼  꼭 챙기시구요"""
소노캄 거제," ""5"""," ""(Translated by Google) The facilities are clean and friendly. The restaurant food is not expensive than I thought and it is delicious. Monterosso (?) Pizza Spaghetti is good 👍 In summer I use it often because it is good for children to  …Read more(Translated by Google) The facilities are clean and friendly. The restaurant food is not expensive than I thought and it is delicious. Monterosso (?) Pizza Spaghetti is good 👍 In summer I use it often because it is good for children to play in the water.(Original)시설이 깨끗하고 친절합니다. 레스토랑 음식도 생각보다 비싸지 않고 맛있구요. 몬테로쏘(?) 피자 스파게티 맛있어요👍 여름엔 아이들 물놀이하기에도 좋아 자주 이용해요."""
소노캄 거제," ""4"""," ""(Translated by Google) A place with beautiful ocean views and delicious buffets.  …Read more(Translated by Google) A place with beautiful ocean views and delicious buffets.(Original)아름다운 오션뷰와 맛있는 뷔폐가 있는곳."""
소노캄 거제," ""5"""," ""(Translated by Google) Clean and scenicThe BBQ chicken was delicious and the draft beer in the can was excellent.  …Read more(Translated by Google) Clean and scenicThe BBQ chicken was delicious and the draft beer in the can was excellent.(Original)깨끗하고 경치 좋다BBQ치킨이 맛있었고 캔에 담아주는 생맥주의 맛은 일품이었다"""
소노캄 거제," ""4"""," ""(Translated by Google) It's good.The view overlooking the sea is great.It's nice to have many places to go nearby.  …Read more(Translated by Google) It's good.The view overlooking the sea is great.It's nice to have many places to go nearby.The water park was also small but it was fun and clean.I was very satisfied with the friendly staff and quick response.It was such a resort that I wanted to go again.However it was surprising that no matter where the elevator went it was a bit seriously stagnant (during the delayed time) and that the size of the resort does not support Pas although it is a medical law standard.I don't want a doctor in charge like overseas but I think the minimum amount of first aid should be provided. (This part is not limited to Sono Calm Geoje.)(Original)좋네요.바다가 보이는 뷰도 좋고.근처에 다닐 만한 장소들도 많아서 좋고.워터파크도 작지만 재미있고 깔끔했고요.직원분들 친절하고 대응 속도 빨라서 매우 만족이였습니다.다시 가고 싶다는 생각이 드는 그런 리조트였습니다.다만 엘리베이터가 어딜 가나 그러려니해도 좀 심각하게 적체되는(밀리는 시간대에)거랑 의료법상 기준이라고는 하나 규모의 리조트에서 파스 말고는 지원하지 않는다는 사실이 놀라웠습니다.해외에서와 같이 담당의사를 바라지는 않습니다만 최소한의 구급약은 구비되어야 하지 않을까합니다. (이 부분은 소노캄 거제에 국한된 내용이 아닙니다.)"""
소노캄 거제," ""5"""," ""(Translated by Google) everything is good but(Original)모든것이 좋습니다 만좁"""
소노캄 거제," ""5"""," ""(Translated by Google) It is a healing space with quiet beautiful and convenient facilities. It's the second time I come every year it's clean and luxurious.  …Read more(Translated by Google) It is a healing space with quiet beautiful and convenient facilities. It's the second time I come every year it's clean and luxurious.(Original)조용하고 아름답고 편의시설 있는 힐링공간입니다. 두번째인데 매년오려구요.깨끗하고 럭셔리해요."""
소노캄 거제," ""4"""," ""(Translated by Google) It's good. Be sure to visit.(Original)좋네요. 꼭 가보세요."""
소노캄 거제," ""5"""," ""(Translated by Google) The sea view and the morning sunrise are spectacular.(Original)바다풍경과 아침 일출이 장관."""
소노캄 거제," ""5"""," ""(Translated by Google) It's really pretty the walkway is really nice.(Original)정말 이뻐요.산책로가 정말좋아요.강추"""
소노캄 거제," ""5"""," ""(Translated by Google) The facilities are clean and... friendly.(Original)시설도 깨끗하고..친절한 곳입니다."""
소노캄 거제," ""4"""," ""(Translated by Google) It was a relaxing time to eat breakfast while looking at the sea view.  …Read more(Translated by Google) It was a relaxing time to eat breakfast while looking at the sea view.(Original)바다뷰를 보며 조식도 먹고 힐링한 시간이였어요"""
소노캄 거제," ""5"""," ""(Translated by Google) A beautiful scenery(Original)풍경이 아름다운곳"""
소노캄 거제," ""5"""," ""(Translated by Google) Sea view room Ocean adventure Yacht tour(Original)바다전망 객실 오션 어드벤쳐 요트투어"""
소노캄 거제," ""5"""," ""(Translated by Google) Nice view clean facilities and convenient parking(Original)전망이좋고 시설이 깨끗하고 주차 편리합니다"""
소노캄 거제," ""5"""," ""(Translated by Google) I like to play with my family(Original)가족단위 놀기좋아요"""
소노캄 거제," ""4"""," ""(Translated by Google) There were not many guests so we had a pleasant rest and the breakfast buffet was okay.  …Read more(Translated by Google) There were not many guests so we had a pleasant rest and the breakfast buffet was okay.(Original)투숙객이 많지않아 쾌적하게 쉬었으며 조식부페는 괜찮았음."""
소노캄 거제," ""5"""," ""(Translated by Google) I think it’s a good thing because there are convenience facilities here. I left a lot of good memories after taking a good rest.  …Read more(Translated by Google) I think it’s a good thing because there are convenience facilities here. I left a lot of good memories after taking a good rest.(Original)여기 편의시설이 있어서 참좋은거같아요 잘쉬다 좋은추억 많이 남겼네요."""
소노캄 거제," ""5"""," ""(Translated by Google) I visited because of the program but the staff were friendly and the student satisfaction was very high for the facilities.  …Read more(Translated by Google) I visited because of the program but the staff were friendly and the student satisfaction was very high for the facilities.(Original)프로그램 진행때문에 방문했는데 직원 친절하고 시설 등에 대한 학생만족도가 아주 높음"""
소노캄 거제," ""5"""," ""(Translated by Google) It's good~ It's difficult to make a reservation~^^(Original)좋지요~ 예약이 어려워서 그렇지~^^"""
소노캄 거제," ""5"""," ""(Translated by Google) It's good to play quietly during the coronavirus lol!!(Original)코로나시기에  조용히 놀기좋아요 ㅎ!!"""
소노캄 거제," ""5"""," ""(Translated by Google) Breakfast buffet is great(Original)조식부페가 조아요"""
소노캄 거제," ""5"""," ""(Translated by Google) The scenery is beautiful and clean.(Original)경치가 좋고 깨끗합니다."""
소노캄 거제," ""4"""," ""(Translated by Google) cool..just a word...  …Read more(Translated by Google) cool..just a word...(Original)멋져요..그냥 한마디.."""
소노캄 거제," ""5"""," ""(Translated by Google) This is a neat and cost-effective hotel.. A miniature version of Jindo Sonokam..ㅎㅎ If you go to Geoje it's best!  …Read more(Translated by Google) This is a neat and cost-effective hotel.. A miniature version of Jindo Sonokam..ㅎㅎ If you go to Geoje it's best!(Original)깔끔하고 가성비 좋은 호텔입니다.. 진도 소노캄 축소판..ㅎㅎ 거제가 가면 강추입니다!!"""
소노캄 거제," ""5"""," ""(Translated by Google) Sonokamgeje (Daemyeong) Always the right choice No matter where you travel if you choose Sonokhamge Koo Daemyeong you will not have any regrets. Room Night View Promenade Building Exterior Choice Without Regrets  …Read more(Translated by Google) Sonokamgeje (Daemyeong) Always the right choice No matter where you travel if you choose Sonokhamge Koo Daemyeong you will not have any regrets. Room Night View Promenade Building Exterior Choice Without Regrets(Original)소노캄게제  (대명) 항상 올바른선택 어디를 여행하던 국내에선 소노캄 구대명을 선택하면 후회없을듯. 객실야경 산책로 건물외관 후회없는선택"""
소노캄 거제," ""5"""," ""(Translated by Google) it was fun and cool(Original)재밌고 멋있었어요"""
소노캄 거제," ""5"""," ""(Translated by Google) Overall it is in good condition and the scenery is nice and you can see the sunrise from the bed.  …Read more(Translated by Google) Overall it is in good condition and the scenery is nice and you can see the sunrise from the bed.(Original)전체적으로 컨디션 좋고 경치좋고 침대에서 일출을 볼수 있네요"""
소노캄 거제," ""3"""," ""(Translated by Google) The swimming area is too small. but it's too expensive(Original)너무 물놀이 장소가 작아요. 근데 너무 비싸요"""
소노캄 거제," ""3"""," ""(Translated by Google) It doesn't look very clean. A karaoke room costs 30000 won per hour.  …Read more(Translated by Google) It doesn't look very clean. A karaoke room costs 30000 won per hour.(Original)아주 깨끗한 거 같진 않습니다. 노래방이 한시간에 3만원입니다."""
소노캄 거제," ""5"""," ""(Translated by Google) The view is really good. It seems to be healed by looking at the sea from the terrace at night. The cleaning condition is good and there is a mart in the basement so it is convenient. The promenade is right in front  …Read more(Translated by Google) The view is really good. It seems to be healed by looking at the sea from the terrace at night. The cleaning condition is good and there is a mart in the basement so it is convenient. The promenade is right in front of you so it's good to take a walk(Original)뷰가 정말 좋아요. 밤에 테라스에서 바다를 바라보면 힐링되는것 같아요. 청소 상태도 좋고 지하에 마트가 있어서 편해요. 산책로가 바로 앞에있어 산책하기도 좋아요"""
소노캄 거제," ""3"""," ""(Translated by Google) It is the same as a member or Naver reservation.Hanwha Pororo seems to be the best for toddlers to play.  …Read more(Translated by Google) It is the same as a member or Naver reservation.Hanwha Pororo seems to be the best for toddlers to play.(Original)회원이나 네이버예약이나 똑같음.영유아가 놀기에는 한화뽀로로가 최고인 듯."""
소노캄 거제," ""5"""," ""(Translated by Google) great family triphighly recommended  …Read more(Translated by Google) great family triphighly recommended(Original)가족여행 넘 좋아요적극추천"""
소노캄 거제," ""4"""," ""(Translated by Google) I like the evening viewFacility tidy  …Read more(Translated by Google) I like the evening viewFacility tidy(Original)저녁경관이 좋아요시설깔끔"""
소노캄 거제," ""5"""," ""(Translated by Google) It is neat and looks good. I like the coastal walkway.(Original)깔끔하고 뷰 좋습니다. 해안산책로가 참 좋아요."""
소노캄 거제," ""4"""," ""(Translated by Google) Scenery management taste...(Original)경치관리 맛.."""
소노캄 거제," ""5"""," ""(Translated by Google) The second floor catering family. The view was good. It was winter and it was corona so I didn't use other facilities but it was good to have it delivered  …Read more(Translated by Google) The second floor catering family. The view was good. It was winter and it was corona so I didn't use other facilities but it was good to have it delivered(Original)2층 취사 패밀리. 뷰가 좋았습니다.겨울이고 코로나이기도 해서 다른시설은 이용안했지만 배달 시켜먹기도 좋았음"""
소노캄 거제," ""3"""," ""(Translated by Google) The view from the room is very good. Especially it is not easy to give up the view of the sea in the morning.  …Read more(Translated by Google) The view from the room is very good. Especially it is not easy to give up the view of the sea in the morning.However the configuration in the room is very unfortunate.Even though it is a member price how much does it make sense considering that it is the peak season when it is over 200000 won?There are no slippers in the room and towels are all four of the most basic new towels. There is no shower mattress. The fact that the drink is also 2 bottles of mineral water and 2 coffee mixes makes me feel disappointed. I knew it was aiming for a hotel-like resort but the furnishings and amenities in the room are very disappointing. I don't want to go again.The bed was good and the bedding was comfortable.Still the breakfast buffet seemed to be relatively good. It's a little less than 30000 won and is about 40-50% more expensive than other resorts but the food wasn't bad though. It was okay if you didn't compare the price with other resorts. What was impressive was the disinfection of the table at every meal. I was impressed at the time the corona spreads. The staff at the buffet restaurant were very friendly.There was a water parkLooking down from the restaurant there were some staff and lifeguards preparing to open in the water park some of them wearing no masks at all and some of them wearing only their chins. Some of the staff were using it completely.The time I visited was when water parks began to close in some areas due to the spread of Corona across the country but this part was uncomfortable. Of course I did not enter the water park.In the case of the lobby and the prot desk there was a heating checker (camera) and staff but in reality the body temperature was not measured separately (possibly automatically measured) and there are also many people in the lobby and quite a lot of people. I was a little anxious because I wasn't wearing this mask. At the other resort that I was tied to the night before it was so contrasting with the experience of taking the body temperature in the lobby and in all traffic lines (however in the breakfast buffet the body temperature was measured and recorded before entering the room). Asked but the staff told the guests to wear a mask but said that the customers do not wear it. (Except for the breakfast room ㅇ.ㄹ) I never heard any announcements or broadcasts about wearing a mask during my stay in 1 night 2 days.Looking back this place feels inconsistent. Nice view very friendly staff in some disappointing in-room amenities.....It is good to go once.(Original)객실에서 내다보는 풍경은 매우 좋습니다. 특히 아침에 보는 바다의 모습은 포기하기 쉽지 않습니다.그러나 객실내 구성은 매우 아쉽습니다.회원가임에도 20만원이 넘게 비싼것은 성수기임을 고려하면 어느정도 이해가되나객실내 슬리퍼도 없고  타올은 가장 기본적인 새면용 타올 4개가 전부이다. 샤워매트리스도 없다.   음료역시 생수 2병과 커피믹스 2개가 전부인것은 참 실망스러움을 느끼게 한다. 호텔같은 리조트를 지향한다는 것으로 알고 있었는데 객실내 비품이나 어메니티는 정말 많이 실망스럽다. 다시 가고 싶지 않을정도로.침대는 그런대로 잘만했고 침구는 그런대로 쾌적한편이었다.그래도 조식부페는 비교적 괜찮았던것같다. 3만원이 약간 못되는 가격으로  다른 리조트보다 약40-50%정도 비싼편이지만 그래도 음식은 나쁘지는 않았다. 타 리조트와 가격을 비교하지 않으면 괜찮은  편이었다. 인상작인 것은 매 식사마다 테이블을 소독하는 점이었다. 코로나가 확산하는 시점에 인상깊었다. 부페 식당의 직원들은 매우 친절했다.워터파크가 있었는데식당에서 내려다 보니 워터파크에서 개장을 준비중인 직원과 lifeguard가 일부는  마스크를 전혀쓰지 않았고 일부는 턱에만 걸친 경우도 있었다. 일부직원은 온전하게 쓰고 있었다.방문한 시점이 코로나의 전국확산으로 일부지역에서 워터파크가 폐장되기 시작하던 때였는데 이 부분은 마음에 편안하지 않았다. 물론 워터파크에는 들어가지 않았다.로비 및 프로트데스크의 경우는 발열체크 기계(카메라)와 직원이 있기는 했으나 실제로는 별도로 먼추어서 체온은 재지는 않았고(자동으로 측정했을 가능성은 있음) 로비에도 많은 사람들이 옹기종기 모여 있기도 하고 상당히 많은 사람들이 마스크를 쓰지 않고 있어서 좀 불안했다. 전날밤 묶었던 다른 리조트에서는 로비 및 모든 동선에서 체온을 쟀던 경험과 너무 대조되어 불안했다.(다만 조식 부페에서는 입당전에 체온을 일일이  측정하고 기록했다) 체크인시 프로트 직원에게 마스클 쓰지 않아도 되는 것이냐고 물었으나 직원은 손님들에게 마스크 착용을 안내하기는 하지망 손님들이 착용하지 않는다고 했다. (조식식당ㅇ.ㄹ 제외하고는) 투숙한 1박2일동안 마스크 착용에 대한 안내나 방송을 들은 적이 전혀없다.돌이켜보면 이곳은 여러가지 상반되는 느낌이 든다. 좋은 경관 일부에서는 아주 친절한 직원 실망스러운 객실내 비품.....한번은 가보기에 좋은것이다."""
소노캄 거제," ""4"""," ""(Translated by Google) It is pleasant and good.The room has a sea view.However the veil of the veranda is half-length so you have to stand up to see  …Read more(Translated by Google) It is pleasant and good.The room has a sea view.However the veil of the veranda is half-length so you have to stand up to see the sea so I subtract a star.If you go down the promenade it is small but it leads to the beach where children can play.(Original)쾌적하고 좋아요.객실은 바다뷰.근데 베란다 가림막이 반트명이라 일어서서 봐야 바다가 바로 보이지요.그래서 별 하나 뺍니다.산책길로 내려가면 작지만 아이들이 놀수있는 바닷가로도 연결되요."""
소노캄 거제," ""4"""," ""(Translated by Google) good environment and best friendliness(Original)좋은 환경과 친절 최고"""
소노캄 거제," ""5"""," ""(Translated by Google) The sea view and the smell of the sea create an exotic landscape  …Read more(Translated by Google) The sea view and the smell of the sea create an exotic landscape(Original)바다뷰와 바다내음이 이국적인 풍경을 자아냄"""
소노캄 거제," ""3"""," ""(Translated by Google) The ocean view is good but the facilities are not good because it is old.  …Read more(Translated by Google) The ocean view is good but the facilities are not good because it is old.(Original)오션뷰는 좋은데 오래 돼서 시설이 별로네요."""
소노캄 거제," ""5"""," ""(Translated by Google) I like playing with kids.(Original)아이들과 놀기 좋아요"""
소노캄 거제," ""3"""," ""(Translated by Google) In general the cost of additional facilities is expensive. Water park 1 adult 1 child KRW 100000 per person (40% discount for accommodation KRW 60000). However the water park facilities are mediocre. Poor cost.  …Read more(Translated by Google) In general the cost of additional facilities is expensive. Water park 1 adult 1 child KRW 100000 per person (40% discount for accommodation KRW 60000). However the water park facilities are mediocre. Poor cost. Self-ramen in the water park is also expensive at 4000 won. Facilities in the hotel are also acceptable. It is not a luxury resort but it is expensive.(Original)대체로 부대시설 금액이 비쌈. 워터파크 대인 1인 소인 1인 이용 시 10만원(숙소 이용 시 40% 할인 6만원). 그러나 워터파크 시설은 평범한 수준. 가성비가 좋지 않음. 워터파크 내 셀프 라면도 4000원으로 비쌈. 숙소 내 시설도 무난한 수준. 고급 리조트는 아니지만 비용만큼은 고급임."""
소노캄 거제," ""5"""," ""(Translated by Google) I went through a thorough quarantine with confidence.(Original)철저한 검역에 안심하고 다녀 왔습니다."""
소노캄 거제," ""5"""," ""(Translated by Google) There was a water park facility so there was a lot of fun with children.The private beach next to the resort was also nice.  …Read more(Translated by Google) There was a water park facility so there was a lot of fun with children.The private beach next to the resort was also nice.One day at the beach and one day at the water park~~The restaurants in Geoje Island are closing quickly.Please note~(Original)워터파크 시설이 있어 아이들이랑 놀거리가 많았어요.리조트옆 프라이빗 비치도 좋았어요.바닷가에서 하루 놀고 하루는 워터파크에서 놀고~~참 거제도 식당들이 빨리 문을 닫아요.참고하세요~"""
소노캄 거제," ""5"""," ""(Translated by Google) I like the beach promenade and there are hidden beaches.(Original)해변 산책로가 좋아요  숨은  해수욕장도 있어요"""
소노캄 거제," ""4"""," ""(Translated by Google) There is some mold in the bathroom(Original)욕실에 곰팡이가 좀있네여"""
소노캄 거제," ""5"""," ""(Translated by Google) The place where the wedding was the most elegant(Original)결혼식이 최고로 품격있던 곳"""
소노캄 거제," ""5"""," ""(Translated by Google) Best for a family trip(Original)가족여행지로 최고 입니다"""
소노캄 거제," ""5"""," ""(Translated by Google) It is a pleasant resort at any time.The staff are friendly and the rooms are clean. The front of the resort is a beach so it's snowy and the beach trail is perfect. Breakfast was not expensive  …Read more(Translated by Google) It is a pleasant resort at any time.The staff are friendly and the rooms are clean. The front of the resort is a beach so it's snowy and the beach trail is perfect. Breakfast was not expensive but I was refreshed by a cup of tea I ate at Starbucks on the first floor.(Original)언제와도 기분좋은 리조트입니다.직원분들 다 친절하시고 객실도 그럭저럭 클린해요. 리조트 앞이 바닷가라 눈호강도 하고 바닷가산책길 완전 좋아요. 조식은 가격대비 별로였지만 1층 스타벅스에서 먹은 차한잔에 기분전환했어요."""
소노캄 거제," ""5"""," ""(Translated by Google) The view is good. Breakfast is good. The blanket is down or too hot.. heh  …Read more(Translated by Google) The view is good. Breakfast is good. The blanket is down or too hot.. heh(Original)전망 좋구요. 조식 괜찮네요. 이불이 오리털인가 너무 더워요..ㅎㅎ"""
소노캄 거제," ""5"""," ""(Translated by Google) The clear beach view is very goodGood value for money  …Read more(Translated by Google) The clear beach view is very goodGood value for money(Original)물맑은 해변 경치가 매우 좋아요가격대비시설이좋습니다"""
소노캄 거제," ""4"""," ""(Translated by Google) Viewing the sea from the lobby coffee shopCoffee 5000 won or more  …Read more(Translated by Google) Viewing the sea from the lobby coffee shopCoffee 5000 won or more(Original)로비 커피숍에서 바다보이니 풍경 좋아요커피 5천원이상"""
소노캄 거제," ""5"""," ""(Translated by Google) Sono Calm Jeju room condition is the best especially the chef's buffet dinner.Okay in the Corona Era eat inside not long outside. It tastes good but the  …Read more(Translated by Google) Sono Calm Jeju room condition is the best especially the chef's buffet dinner.Okay in the Corona Era eat inside not long outside. It tastes good but the kindness of the staff was impressive(Original)소노캄제주 룸컨디션 최상급  특히 세프스부페 석식 정말좋아요   코로나시대에 밖에서 머지 말고 안에서 드세요.  맛도 좋지만 직원들의 친절도가 감동적이었어요"""
